Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Tkld_During_Take_On%,Touches/90,Touches_Def_Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Role,Tier_league
Angelo Fulgini,2017-2018,20,Angers,0.2,0.3,0.5,0.2,0,0,0.2,0.2,0.2,0.4,0.2,0.4,0,0.1,0.08,2.2,0.08,0.33,0.5,24.3,31.7,43.2,73.4,2.1,2.4,1.1,0.2,4.4,491.7,160.6,18.1,21.4,84.3,9.1,12.2,74.9,3.1,5.4,56.5,34.1,157.9,81.1,2.3,2.2,0.3,2.4,2.4,37,6.8,0.4,0.1,3.5,2.1,20.9,0.2,0,1.1,1.9,1.2,0.6,0.5,1.1,1.2,0.1,1.1,1.2,2.4,0.4,0,39.1,3.9,1.4,0.7,0.3,3.4,1.8,0.1,65,35,54.8,0.8,6.8,26.7,21.9,2.6,54.8,AM,1
Angelo Fulgini,2018-2019,21,Angers,0.2,0.1,0.3,0.2,0,0,0.2,0.2,0.2,0.4,0.2,0.4,0,-0.1,0.11,1.6,0.14,0.36,0.6,37.9,32.5,43.7,74.3,2.1,2.1,1.5,0,4.8,479.2,145.5,17.8,21,84.8,9.5,12.5,75.8,2.5,4.7,53.5,33.1,181.7,91.2,2.4,1.7,0.6,2.6,2.6,40.1,7,0.1,0.1,3.8,2.8,46.3,0.1,0,1.2,2.5,2.1,1.2,0.7,1,1.2,0.2,1,1.5,3.6,0.8,0,40.3,3.1,1.5,0.2,0.1,2.5,1.3,0.1,41.3,58.7,57.7,1,9.5,27.2,21.8,3.6,57.7,AM,1
Angelo Fulgini,2019-2020,22,Angers,0.1,0.1,0.1,0.1,0,0,0.2,0.2,0.1,0.3,0.2,0.3,-0.1,-0.1,0.09,2,0.03,0.06,0.9,45.7,40.9,52.6,77.8,1.4,4.2,1.4,0.4,6,624.2,200.2,21.9,25,87.9,12.6,15.8,79.8,3.2,5.8,55.4,38.2,221.3,126.1,3.2,2.2,0.6,2.4,2.1,48.5,4.3,0.3,0.2,3.9,2,43.2,0.2,0.1,1.6,3.2,1.6,1,0.7,0.6,0.3,0.1,0.3,1.1,2.7,0.6,0,48.3,4,1.5,0.2,0.3,3.4,2.1,0.1,64.9,33.8,65.1,0.6,8.9,34,23.4,2.7,65.1,AM,1
Angelo Fulgini,2020-2021,23,Angers,0.2,0.1,0.3,0.2,0,0,0.2,0.2,0.2,0.3,0.2,0.3,0.1,-0.1,0.07,2.1,0.09,0.21,0.9,43.1,42.6,53.5,79.6,1.9,3.9,1.3,0.2,6.6,674.5,193.2,23,25.7,89.5,13.9,16.7,83.4,3.8,7,54,46.2,259.4,131.5,3.3,2.7,0.7,3.2,2.3,53.6,6.3,0.4,0.2,4,2.7,31.3,0.1,0,1,4.4,0.7,0.4,0.4,0.7,0.6,0,0.6,0.5,1.2,0.3,0,49,4.3,1.5,0.3,0.3,3.3,1.9,0.1,52.3,47.7,66.5,0.4,6.4,37.8,23.4,2.8,66.5,AM,1
Angelo Fulgini,2021-2022,24,Angers,0.2,0.1,0.3,0.2,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0,0,0.1,1.8,0.09,0.29,0.5,29.3,34,42.3,80.5,1.5,2.8,0.8,0.2,4.5,505.8,123.3,17.6,19.6,90,11.7,14.4,81.6,2.2,4.1,53.7,38.4,207.6,95,2.3,2.1,0.6,2.4,1.7,42.2,5.8,0.3,0.2,2.9,1.9,44.6,0.2,0,1.1,2.6,1.1,0.8,0.4,0.9,0.6,0.2,0.5,0.7,1.8,0.2,0,38.2,3.9,0.8,0.1,0.2,2.1,1.3,0.2,39.2,60.8,54.1,0.3,5.8,28.6,20.2,2.6,54.1,AM,1
Antonin Bobichon,2018-2019,22,Nîmes,0.3,0.1,0.4,0.3,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0,0.05,1.5,0.19,0.64,0.5,30.6,29.5,36.7,80.2,1.1,3.3,0.3,0,3.9,477.3,141.7,15.4,17.5,88.3,9.5,11.2,84.4,3.1,5.3,58.3,24.5,142,73.4,1.7,1.3,0.4,1.2,1,28.3,1.9,0.2,0,2.7,1.8,30.9,0.1,0,1.5,0.5,1.4,0.7,0.7,1.8,0.6,0.1,0.5,0.6,2,0.5,0,34.2,2.5,1.1,0.1,0.4,2,1.1,0,51.5,48.5,45.2,0.8,7.7,25.3,12.8,1,45.2,CM,0
Antonin Bobichon,2019-2020,23,2 Teams,0.2,0.1,0.3,0.2,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0,0.05,2.4,0.09,0.4,0.5,22.7,33.1,42.4,78,1,4.9,0.7,0.3,6.4,548.5,163.7,16.5,18.2,90.5,10.4,12.8,81.4,3.9,7.3,53.7,27.8,152.4,87.8,2.5,2.3,0.3,2.2,1.2,36.7,3.1,0.3,0.1,3,2.1,23.5,0,0,1.5,0.9,1.4,0.8,0.5,1.8,0.9,0,0.9,0.9,2.3,0.4,0,38,4.2,1.4,0,0.5,4.3,2.6,0.1,60,40,52.9,0.4,6.4,27.5,19.1,1.8,52.9,CM,0
Antonin Bobichon,2020-2021,24,Angers,0,0.1,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,0,0.04,2.2,0,0,0.3,13.6,43.6,54.1,80.5,1.7,3.9,0.5,0,6,706.7,196.9,23.8,26.3,90.6,13.6,16.2,84.1,4.6,8.5,54.7,41.4,199.3,90.4,2,2.4,0.3,1.7,1.6,47.2,5.7,0.3,0.2,4.3,2.9,40,0,0,1.4,1.6,2.3,1.4,0.9,0.6,0.4,0.1,0.3,0.2,2.5,0.1,0,49.2,4.9,2.1,0.2,1.2,4.2,2.5,0,69.2,30.8,64.4,0.6,6.5,35.9,22.7,2,64.4,CM,0
Anwar El Ghazi,2017-2018,22,Lille,0.2,0.2,0.4,0.2,0,0,0.2,0.2,0.2,0.4,0.1,0.4,0,0,0.06,3.4,0.06,0.13,1.6,48.4,24,35.2,68.2,1.4,1.2,1,0.4,3,339.8,102.8,14.4,17.2,83.8,5.9,8.9,66.3,1.7,4.4,39.5,27.1,192,113.7,4.3,3.8,1.1,1.8,2.1,34.2,8.9,0.4,0.3,2.7,1.6,38.6,0.1,0,0.9,0.8,1.3,1,0.5,1.1,0.6,0.1,0.5,0.4,1.6,0.4,0.1,30.6,4.3,0.6,0.1,0.2,5.6,2.3,0.2,54.5,45.5,45.8,0.7,4.9,17.7,23.8,3.1,45.8,RW,2
Arber Zeneli,2020-2021,25,Reims,0.2,0.2,0.4,0.2,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.07,1.5,0.14,0.3,0.7,47.6,20,27.9,71.9,1.3,1.2,0.6,0.1,2.3,301.4,70,11.6,13.1,88.8,6.4,8.7,73.4,1.3,3.4,37.5,25.3,205.5,100.4,3.3,2.1,1.6,3.8,1.7,27,7.3,0.4,0.2,2.6,1.6,26.9,0.1,0,0.9,1.7,1.4,0.7,0.6,1,0.8,0.1,0.8,0.2,1.6,0.6,0,23.8,4,0.9,0,0.1,3.7,2.4,0.3,47.5,52.5,42.5,0.3,7.5,14.6,21.3,3.5,42.5,LW,1
Armand Lauriente,2020-2021,21,Lorient,0.2,0.3,0.4,0.2,0,0,0.2,0.2,0.3,0.5,0.3,0.5,0,0,0.06,3.3,0.05,0.15,1.1,33.9,23.7,31.5,75.2,2.2,1.8,0.9,0.2,2.4,355,96.9,13.6,15.1,90.4,6.7,9.5,70.2,2,4.2,47.4,30.1,240.8,120.9,4.8,3.4,1.5,3.6,2,32.9,8,0.6,0.4,5,2.6,44.8,0.2,0,1.3,2.1,1.7,0.6,0.4,1.1,1.2,0,1.2,0.8,2.5,0.2,0,28.2,3.3,0.4,0.1,0.1,5,2.7,0.4,56.7,43.3,46.9,0.3,4.2,19.9,24.4,3.1,46.9,RW,2
Armand Lauriente,2021-2022,22,Lorient,0.2,0.1,0.3,0.2,0,0,0.3,0.2,0.1,0.4,0.1,0.4,-0.1,-0.1,0.08,3.1,0.06,0.14,1.3,42.9,20.1,25.8,77.9,1.5,1.6,1,0.3,2.4,295.1,76.8,11.6,13.7,84.6,6.1,7.8,78.1,1.3,1.9,67.3,26.5,176.8,97.3,3.2,2.3,0.9,3.6,1.9,27.7,7,0.3,0.1,3.6,2.1,34.4,0.2,0,1.6,1.5,1.2,0.7,0.4,0.7,1,0.1,0.9,0.5,1.7,0.1,0,24.1,1.6,0.4,0.2,0.1,1.6,0.8,0.4,47.8,52.2,38.3,0.3,2.9,16.7,19.4,3.2,38.2,RW,2
Arnaud Lusamba,2019-2020,22,Nice,0.1,0.2,0.3,0.1,0,0,0,0,0.1,0.2,0.1,0.2,0.1,0,0.07,0.5,0.17,0.33,0.3,50,34,40.6,83.7,1.6,2.6,0.3,0,3.9,529,123,18.5,20.9,88.6,11.2,13.4,83.6,2.5,3.3,75,26,104.8,48.8,0.6,1.6,0.2,2,1.7,36,4.8,0.4,0.4,2.6,1.8,18.8,0.1,0,0.9,2,1.8,1,0.6,1.5,0.8,0,0.8,0.5,2.3,0.5,0.1,37.9,2.7,1,0,0.6,1,0.8,0.1,79.2,20.8,49.1,1.2,8.1,26.9,15,0.9,49.1,CM,0
Arnaud Nordin,2018-2019,20,Saint-Étienne,0.3,0.1,0.3,0.3,0,0,0.3,0.3,0.2,0.5,0.1,0.5,-0.1,-0.1,0.09,3.5,0.07,0.17,1.5,43.9,22.8,29.6,77.1,1,1,0.9,0.2,2.6,341.7,66.5,12.7,14.7,86,8.3,9.7,85.8,0.9,1.5,55.6,27.8,209.7,109.5,4.5,3.5,1.3,2.8,2.6,31.7,8.1,0.3,0.3,2.7,1.6,40.7,0.2,0,1.1,3,1.2,1,0.3,0.6,1.1,0.2,0.9,0.4,1.6,0.8,0,27.8,1.5,0.3,0.1,0,2.7,0.5,0.1,59.5,40.5,44.3,0.6,5.5,19.2,20.5,3.9,44.3,RW,1
Arnaud Nordin,2019-2020,21,Saint-Étienne,0.1,0,0.1,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,-0.1,0.07,1.3,0.08,0.17,0.6,46.2,19.7,26.6,74.3,1,0.7,0.7,0.4,2,306.1,61.3,10.5,12.7,82.8,7.1,8.5,83.7,1.3,2.3,56.5,24.2,223.2,111,4.1,2.8,1.3,3,1.9,28.3,6.9,0.5,0.3,2.6,1.6,22.2,0.2,0,1.2,3.1,0.7,0.3,0.4,0.9,1.1,0.1,1,0.4,1.1,0.6,0,24.5,1.9,0.5,0.1,0,3.3,0.7,0,61.3,38.7,37.2,0.6,4.5,17.3,16.4,2.7,37.2,RW,1
Arnaud Nordin,2020-2021,22,Saint-Étienne,0.2,0.2,0.4,0.2,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0,0.1,0.09,2.2,0.09,0.31,0.7,29.5,19.4,26.1,74.5,1.2,1.2,0.9,0.3,2.3,325,71,9.2,11.4,80.8,7.2,8.9,80.1,2,3.6,55.7,24.2,183.6,88.1,2.8,2.1,0.8,2.5,1.2,27.3,5.1,0.4,0.2,3.6,1.4,22.6,0.1,0,0.6,3,0.7,0.4,0.3,0.8,0.7,0.1,0.6,0.5,1.2,0.5,0,23.7,2.3,0.5,0,0.2,3.8,1.3,0.2,50,50,36.8,0.5,4.7,15.6,17.2,2.8,36.8,RW,1
Arnaud Nordin,2021-2022,23,Saint-Étienne,0.2,0.2,0.4,0.2,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0,0.1,0.08,2.2,0.09,0.2,1,44.4,21.2,28.8,73.7,1.1,1,0.6,0.2,2.1,318.9,67.7,11.7,13.6,85.6,7.1,9.3,76.2,1.3,2.8,47.5,25.1,187,93.6,3.5,2,1.5,3.2,1.4,28.5,7.8,0.5,0.2,2.4,1.2,30.8,0.2,0,1,2.3,1,0.5,0.4,0.7,0.9,0,0.9,0.3,1.3,0.4,0,25.5,3.2,0.4,0,0,4,1.7,0.2,45,55,41.3,0.2,4.7,16.7,20.5,3.9,41.3,RW,1
Assane Dioussé,2017-2018,19,Saint-Étienne,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.08,0.7,0.1,0.33,0.2,30,49.1,58.7,83.7,0.5,4.4,0.3,0,6.2,882.7,248.1,21.9,24.2,90.3,19.8,22.3,88.9,6,8.7,69.2,36.6,156.8,67.4,0.9,0.4,0.2,1.1,1.5,47.7,1.7,0,0,1,1,40,0.3,0,1.7,1,2.1,1.4,0.9,1.4,1.9,0.1,1.8,0.7,2.9,1.1,0.1,56.8,1.7,0.8,0.2,0.7,0.7,0.1,0.1,86.7,13.3,68.1,1.8,14.9,45.6,8,0.6,68.1,DM,1
Aurélien Tchouaméni,2018-2019,18,Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.9,0,0,0.1,14.3,28.6,35.9,79.7,0.4,2.3,0.3,0,3.2,461.9,157.6,15.2,17.4,87.5,9.3,10.6,88,2.7,4.9,55.3,24.2,129.5,58.6,0.6,0.6,0.1,0.6,1.2,27.2,0.9,0,0,0.9,0.9,39.3,0.4,0,2.4,1,3.1,1.5,0.9,1.4,1.4,0.6,0.8,2.7,5.8,1.8,0,34.9,0.9,0.9,0,0.4,0.1,0,0.1,60,40,47.9,2.6,12.5,31.2,5,0.8,47.9,DM,1
Aurélien Tchouaméni,2019-2020,19,2 Teams,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.06,1.1,0,0,0.5,42.9,46.7,55.1,84.7,0.6,3.9,0.1,0,6.7,793.1,271.5,20.8,23.9,87.2,22.1,24.5,90,3.1,4.1,74.1,38.5,171.7,84.3,0.7,0.8,0.2,0.7,0.8,44,0.5,0.1,0,1.6,1.3,65.5,0.5,0,2.1,1.9,2.3,1.1,0.8,1.4,0.8,0.2,0.6,1,3.3,1.6,0.2,53.7,1.3,1.3,0.1,0.2,0.1,0,0,83.3,16.7,65.4,2.3,15.5,44.2,6.1,0.8,65.4,DM,1
Aurélien Tchouaméni,2020-2021,20,Monaco,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,0.1,0.08,1.6,0.04,0.18,0.3,20.8,44.5,54.7,81.5,0.5,5.1,0.6,0,5.8,773,213.9,21.3,24.5,87,18.2,21.2,86.1,4,6.3,63.6,35.8,189.7,81.3,1.2,1,0.1,1.5,0.9,43.9,1.5,0.3,0.2,1.6,1.2,66.4,0.3,0,1.7,1.8,3.7,2,1.4,1.3,1.1,0.3,0.8,1.8,5.5,1.4,0,53.4,1.1,1.1,0.1,0.9,0.9,0,0,62.9,37.1,67.8,2,13.3,44.1,11.2,1.6,67.8,DM,2
Aurélien Tchouaméni,2021-2022,21,Monaco,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.04,1.7,0.05,0.3,0.3,18.2,55.2,64.3,85.8,0.6,6,1,0.1,7.7,991.6,298.2,22.2,25.2,88.3,26.8,29.4,90.9,5.1,7.2,71.7,49.3,261.2,116,1.4,1.3,0.2,0.6,0.9,51.4,1.2,0.2,0.2,2.2,1.5,71.3,0.3,0,1.6,1.8,2.6,1.4,0.9,0.8,1.2,0.2,1,3.1,5.7,1,0,62.1,2,1.9,0.2,0.4,0.5,0,0.1,74.5,25.5,76.4,2.5,14.7,51.3,11.4,1.5,76.4,DM,2
Azor Matusiwa,2021-2022,23,Reims,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.4,0.1,0.2,0.2,50,36,43.3,83.1,0.6,4,0.3,0,4.8,667.1,188.7,16,18.4,86.9,14.4,16.6,86.6,5,6.4,78.4,30.4,135.6,55.4,0.4,0.6,0,1,0.3,31.2,0.5,0.1,0.1,1.5,1.3,46.6,0.3,0,1.1,1.1,2.1,1.2,1,1.1,1.8,0.7,1.1,2.3,4.4,1.6,0,42.5,0.5,0.5,0.1,0.4,0.1,0,0,82.4,17.6,53.9,2.7,17.2,31.7,5.6,0.2,53.9,DM,1
Azzedine Ounahi,2021-2022,21,Angers,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.08,1.4,0.08,0.5,0.2,15.4,43.1,50.1,86,1,4.5,0.9,0.1,6.1,691.6,176.1,21.4,23.7,90.5,16.9,18.7,90.6,3.3,4.8,67,44.8,254.1,124.9,2.8,2.5,0.3,2.9,1.8,47.9,4.4,0.2,0.1,2.6,2,44.8,0.1,0,1.1,1.4,2.1,1.2,0.6,1.6,1,0.1,1,1.4,3.6,0.7,0,48.3,1.7,0.5,0.2,0.3,1,0,0.1,46.4,53.6,63,1,10.6,36.9,16.6,1.4,63,CM,1
Baissama Sankoh,2017-2018,25,Caen,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,-0.1,0.03,0.2,0,0,0.1,33.3,24.7,31.6,78.2,0.5,1.8,0.2,0.1,3,411.8,113.6,10.2,12.5,81.3,12,14,85.4,1.4,2.5,55.8,17.6,108.2,46.4,0.9,0.6,0.1,1.6,1.1,20.3,1.1,0.1,0.1,0.9,0.7,48.5,0.2,0,1.6,1.7,1.6,1.1,0.5,1.2,1.2,0.5,0.7,1.5,3,3.7,0.1,31.1,0.5,0.3,0.1,0.2,0.2,0,0,57.9,42.1,42.6,3.6,12.5,27.3,3.5,0.4,42.6,DM,0
Baissama Sankoh,2018-2019,26,Caen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.6,0,,0,0,21.6,27.4,78.8,0.3,1,0,0,2.1,310.4,66.1,11.5,13.1,87.4,8.2,10.1,80.8,0.6,1.4,40,21.4,132,51.7,1.4,0.8,0.1,1.7,1,23.8,2.9,0.1,0.1,1,0.6,42.3,0.3,0.1,1.2,1.5,0.6,0.1,0.1,0.4,1.1,0.1,1,0.7,1.2,2.2,0,26.8,0.4,0.1,0,0,0.7,0,0,31.3,68.8,38,2.2,11.2,19.6,7.3,1,38,DM,0
Baptiste Santamaria,2017-2018,22,Angers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.6,0,0,0,5.6,32.3,41.4,78,0.6,3.7,0.2,0.1,4.7,563.6,179.1,15.8,18.7,84.9,11.9,14.7,80.9,3.8,6.1,62.5,29,145.6,73.4,1,1.2,0.1,0.9,0.9,29.7,0.5,0.1,0,1.6,1.2,55.8,0.2,0,1.7,1.7,2,1.4,0.8,2.1,1.4,0.3,1.1,1.5,3.5,1.7,0.1,41.1,0.1,0,0.1,0.4,0.6,0,0,88,12,50.5,2.2,12.6,32.5,6,0.3,50.5,DM,1
Baptiste Santamaria,2018-2019,23,Angers,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.06,0.7,0.04,0.2,0.1,20.8,33.5,41.7,80.4,0.4,2.7,0.4,0,3.9,612.6,160.3,14.8,17.1,86.7,12.7,14.9,85.3,4.9,7.6,64.6,25,136.3,64.6,1,0.9,0,1.1,0.9,31,0.6,0.1,0.1,1.3,1,48.7,0.1,0,1.4,1.4,3.3,1.7,1.4,1.5,1.1,0.1,1,1.6,4.9,1.6,0.1,41.4,0.3,0.2,0,0.8,0.3,0,0,63.6,36.4,52.9,2,13.6,34.7,5.4,0.3,52.9,DM,1
Baptiste Santamaria,2019-2020,24,Angers,0,0,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0.05,1.3,0.03,0.09,0.4,31.4,38.8,48,80.7,0.5,4.7,0.3,0,5.9,734.6,229.6,16.5,18.8,87.8,14.3,16.5,87.1,6.3,9.2,68.8,25.3,131,71.1,1.3,0.8,0.2,1.2,0.9,35.7,0.6,0.1,0.1,1.9,1.4,57.6,0,0,0.7,1.1,3.3,1.9,1.3,1.6,1,0.2,0.8,1.5,4.8,1.3,0,47.5,0.5,0.4,0.1,1.2,0.4,0,0,73.8,26.2,59.9,2.3,14.8,38,7.9,0.8,59.9,DM,2
Baptiste Santamaria,2021-2022,26,Rennes,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.05,1.2,0.06,0.29,0.3,20.6,47.8,55.4,86.1,0.6,4,0.5,0.1,4.8,910.1,231.4,18.7,21.1,88.6,21.2,23.2,91.4,6.7,8.7,77,41.2,204.8,92.9,0.7,0.6,0,1.1,0.6,45.9,1.3,0.3,0.3,1.6,1.5,64.3,0.3,0,1.3,0.8,1.9,1,0.9,0.7,1.2,0.4,0.8,1.2,3,1.5,0,54.5,0.8,0.6,0.1,0.8,0.5,0,0,46.2,53.8,66.1,2.9,16.6,40.3,9.6,1.2,66.1,DM,2
Bassem Srarfi,2017-2018,20,Nice,0.3,0,0.3,0.3,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0.1,-0.1,0.1,2.5,0.13,0.43,0.7,29.2,31.2,38.6,81,0.7,1.3,0.7,0.2,2.4,470.4,89.9,17.9,19.8,90.6,10.6,13,81,1.9,2.8,66.7,30.5,222.8,128.4,4.2,2.4,1.2,2.1,1.4,40.9,8,0.4,0.2,3.3,2,35.3,0.1,0,1.6,2.1,1.8,1.1,0.4,1,1.2,0,1.2,0.7,2.5,0.6,0.1,38.3,0.3,0.2,0,0.4,1.8,0.1,0.4,51,49,52.3,0.5,7.6,24.6,20.9,4,52.3,RW,1
Bassem Srarfi,2018-2019,21,Nice,0.1,0,0.1,0.1,0,0,0.2,0.2,0.1,0.3,0.1,0.3,-0.1,-0.1,0.15,1.2,0.09,0.33,0.3,27.3,28.4,36.5,77.9,1,1.4,0.6,0.2,2.9,443.1,79.6,15.1,17.5,86.2,9.7,12.1,80,2.1,3.1,67.9,30.6,202.9,105.4,3.5,2.2,0.9,2.2,0.9,34.9,9.4,0,0,2.3,1.5,40,0.2,0,1.5,2.3,2.2,1.2,0.7,1.2,0.9,0,0.9,0.6,2.8,0.6,0,34.9,1.4,0.3,0,0.3,2.2,0.3,0.4,61.1,38.9,48.1,0.9,6.9,22.3,20,2.8,48.1,RW,1
Batista Mendy,2021-2022,21,Angers,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,0.06,0.5,0.07,0.17,0.2,42.9,39.5,46.3,85.3,0.4,3.3,0.3,0,4.4,719.4,219.4,15.6,17.5,88.7,19.7,21.5,91.7,3.5,5.6,62.3,36.5,171.3,86.5,0.7,0.8,0,0.7,0.8,37.6,0.9,0.1,0.1,0.8,0.7,50,0.2,0,2,0.4,1.8,1,0.9,0.8,1.4,0.2,1.2,1.3,3.1,1.5,0,45.2,1.1,1,0,0.3,0.2,0,0,69,31,55.1,2.7,20.4,29.3,6,0.4,55.1,DM,1
Benjamin André,2017-2018,26,Rennes,0.1,0.1,0.2,0.1,0,0,0.1,0.1,0.1,0.2,0,0.2,0,0,0.13,1,0.09,0.38,0.2,25,44.3,56.8,78,1,4.8,0.7,0.1,7,668.4,175.6,23.9,28.5,83.9,13.9,17.5,79.5,3.4,5.3,63.8,31.6,151.8,68.4,1.4,1.6,0.1,2,1.7,44.7,3.5,0.2,0.2,2.3,2,55.3,0.3,0,2.2,1.4,2.8,1.6,1.3,2.1,1.7,0.1,1.6,1.7,4.5,2.9,0,55,1.4,1,0.3,0.7,0.6,0,0,79.5,20.5,70,2.4,11.1,42.3,17,1.5,70,DM,1
Benjamin André,2018-2019,27,Rennes,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.11,1,0.11,0.33,0.3,32.1,42.3,54.3,78,0.7,3.9,0.7,0,6.7,650.9,180.8,21.6,25.2,85.8,15.4,19.1,80.7,2.8,4.7,60,34.1,180.1,87.7,1.9,1.2,0.1,2,1.4,42.6,3.1,0.2,0.1,2.4,1.8,59,0.3,0,2.1,1.7,3.6,2.2,1.2,1.9,1.4,0.2,1.2,1.9,5.6,2.1,0,52.6,1.3,1,0.2,0.4,0.5,0,0.2,65.6,34.4,68,2.2,12.3,42,14.3,1.7,68,DM,2
Benjamin André,2019-2020,28,Lille,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.07,0.6,0.14,0.67,0.1,21.4,42.3,54.2,78.1,0.7,4.6,0.2,0.1,5.7,663.5,185.2,20.6,23.8,86.2,15.1,18.8,80.2,3.1,5.2,58.8,31.7,152.1,70.8,1.1,1.1,0.1,0.7,0.9,40.4,2.1,0.2,0.2,1.7,1.4,62.5,0.3,0,2.4,1.6,3.2,1.9,1.3,2,1.4,0.4,1,2.6,5.7,1.8,0,52.9,0.9,0.8,0,0.7,0.5,0,0,64,36,66.3,2.1,10.5,45.6,10.9,0.9,66.3,DM,2
Benjamin Bourigeaud,2017-2018,23,Rennes,0.3,0.2,0.5,0.2,0.1,0.1,0.3,0.2,0.3,0.5,0.2,0.4,0,0,0.1,1.8,0.11,0.29,0.7,38.1,37.5,51.8,72.2,2.8,3.9,1,0.4,4.9,670.1,231,17.6,20.3,86.6,12.5,16.6,75.4,5.6,10.6,52.3,28.8,139.5,70.4,1.8,1.8,0.2,1.6,1.1,38.2,5.7,0.3,0.2,4.3,2,18.8,0.1,0,1,0.4,1.6,0.9,0.6,2.1,1.4,0.1,1.3,1.3,2.9,0.8,0,43.2,8.3,3.2,0.2,0.9,8.1,4.3,0.1,47.9,52.1,62.2,1.1,8.5,30.9,23.6,1.5,62.1,CM,1
Benjamin Bourigeaud,2018-2019,24,Rennes,0.2,0.2,0.4,0.1,0.1,0.1,0.2,0.2,0.1,0.3,0.1,0.2,0,0.1,0.1,1.6,0.09,0.29,0.5,31.8,33.9,45.5,74.4,1.2,3.5,0.8,0.3,4.6,637.1,171.3,15.4,17.9,86.1,12.3,15.6,78.9,5.3,9.4,56.3,30.4,147.5,70.9,2,1.3,0.2,1.5,0.9,36.8,6.2,0.4,0.2,2.6,1.8,29.4,0.2,0,1.3,0.5,2,1.3,0.7,1.7,1.6,0.2,1.4,1.2,3.2,1.3,0,41.1,4.3,1.5,0.2,1.2,4.5,2,0.1,31.3,68.8,57,1.3,8.8,30.2,18.4,1.3,56.9,CM,2
