Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Penalty_kicks_missed,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Touches/90,Touches_Def_Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Offsides,Penalty_kicks_won,Penalty_kicks_conceded,Own_goals,Recov_loose_balls,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Succ_Takes_on%,Tkld_During_Take_On%,Role,Tier_league
Ignatius Ganago,2020-2021,21,Lens,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.1,-0.1,-0.1,0.19,2.8,0.18,0.39,1.2,45,13.3,19.3,68.9,1,0.3,0.2,0,0.9,172.8,17.3,7.9,10.6,75.2,4.2,5.9,70.9,0.3,0.8,41.7,18.8,92.8,38.2,1.9,0.7,1.1,3.2,1.9,24.2,7.4,0.6,0.1,2.5,30,0.1,1.7,11.1,17.3,5.2,30,41.2,0,0,1,3.2,0.3,0.2,0.2,0.6,0.5,0.1,0.4,0.4,0.7,0.2,0,0.8,0.2,0,0,2.6,17.9,1.4,0,0.1,0.1,1,0,53.5,46.5,CF,0
Ignatius Ganago,2021-2022,22,Lens,0.4,0.1,0.5,0.4,0,0,0,0.4,0.4,0.1,0.5,0,0.5,0.1,0.1,0,0.14,2.7,0.16,0.5,0.9,32.3,12.5,17.2,72.4,1,0.7,0.4,0,1.2,162.2,20.7,6.9,8.8,78,3.8,5,75.4,0.4,0.8,55.6,17.3,83.9,34.6,1,0.7,0.6,3.8,1.8,21.3,6.8,0.1,0.1,2.5,28.3,0.3,1.3,12.3,15.2,4.4,28.3,38.8,0.2,0,0.8,0.9,0.3,0.2,0.2,0.4,0.4,0,0.4,0.2,0.4,0.3,0,0.9,0,0,0,2.4,15.5,1.7,0.1,0.2,0.1,0.3,0,55,45,CF,0
Ignatius Ganago,2019-2020,20,Nice,0.2,0.1,0.3,0.2,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0,0.11,1.2,0.18,0.6,0.4,29.4,19.9,26.2,75.9,0.9,0.9,0.9,0.1,2.4,280.5,56,11.5,14.2,81.5,6.7,8.6,77.3,0.8,1.1,73.3,23.4,135.3,67.1,2.4,1.5,1.4,2.9,1.2,28.2,10.9,0.4,0.1,2.7,36.5,1,4.7,16.2,16.1,2.9,36.5,38.2,0,0,1.1,1.9,0.7,0.4,0.2,1.1,0.6,0.1,0.5,0.3,1,0.9,0,0.2,0.1,0,0,3.1,25.3,0.9,0,0.1,0.1,1.3,0,56.4,43.6,CF,0
Ignatius Ganago,2018-2019,19,Nice,0.2,0,0.2,0.2,0,0,0,0.3,0.3,0.1,0.3,0.1,0.3,-0.1,-0.1,-0.1,0.11,2.3,0.07,0.2,0.9,37,15,19.5,76.9,1,0.3,0.3,0,1.2,184,31.1,9.6,11.6,82.8,3.9,5.1,76.3,0.2,0.4,40,16.2,82.1,37.5,1.8,0.6,1.5,2.3,1.3,21.5,6.4,0.2,0.1,2.6,28.1,0.6,2.5,13.3,12.7,5.3,28.1,52.3,0.1,0,0.8,1,0.3,0.1,0,0.6,0.2,0,0.2,0.1,0.3,0.6,0,0.2,0.1,0,0,2.2,18.1,1.4,0.1,0.2,0,0.3,0,68,32,CF,0
Ihsan Sacko,2017-2018,20,2 Teams,0,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,0,0.05,1.2,0,0,0.1,7.7,19.3,26.6,72.4,0.7,0.8,0.4,0,1.7,272.7,48.3,11.4,13.9,81.9,6.1,8,75.6,0.7,1.9,40,21,126.1,63.7,2.1,1.8,0.8,2.7,1.1,25.8,5.5,0.2,0.2,2.2,36.2,0.4,5.8,16.5,14.4,3.4,36.2,34.1,0.2,0,1.2,2.2,1,0.8,0.2,0.8,0.3,0,0.3,0.7,1.7,0.7,0,0.3,0,0,0,4.9,25.5,0.8,0.1,0.2,0.1,0.7,0,45,55,CF,0
Ike Ugbo,2021-2022,22,Troyes,0.6,0,0.6,0.4,0.1,0.1,0,0.4,0.3,0,0.4,0,0.4,0.1,0.1,0,0.2,1.7,0.27,0.67,0.7,40,11.5,14.7,78.2,0.6,0.4,0.3,0,0.8,134.6,19,8.2,9.4,87.1,2.2,3,74.1,0.1,0.3,33.3,13.7,57.8,15.8,0.1,0.3,0.2,2.1,1,14.8,3.4,0.1,0,1.1,23.7,0.4,2.2,12.8,8.8,2.9,23.6,27,0,0,1.1,1.8,0.3,0.1,0,0.1,0.4,0.1,0.3,0.2,0.6,0.1,0,0.2,0.1,0,0,2.5,12.3,2.4,0.1,0,0.1,0.1,0,37.5,62.5,CF,0
Irvin Cardona,2019-2020,21,Brest,0.4,0.2,0.6,0.4,0,0,0,0.3,0.3,0.1,0.5,0.1,0.5,0,0,0,0.11,3.1,0.12,0.43,0.9,28,17,27.5,61.9,1.2,0.9,1.2,0.1,3.3,269.8,70.2,9.1,12.7,72.1,5.6,9.1,61.6,1.4,3,45.8,23.4,135.8,65.4,2.3,1.6,0.7,3.2,1.9,30,8.3,0.3,0.2,2.4,38.5,0.9,3.7,15.8,19.6,4.7,38.5,55,0.2,0,1.6,0.8,0.8,0.5,0.6,1.4,0.5,0,0.5,0.1,0.9,0.4,0,0.2,0.1,0,0,3.2,26.7,0.7,0.1,0.1,0.4,1.8,0.1,48.3,51.7,CF,0
Irvin Cardona,2020-2021,22,Brest,0.4,0,0.4,0.4,0,0,0,0.3,0.3,0,0.4,0.1,0.4,0,0,0,0.14,2.4,0.15,0.44,0.8,32.7,14.2,21.6,65.7,0.9,0.9,0.7,0.2,1.5,216.7,41.8,8.5,11.4,74.4,4,6.1,65.2,1.1,2.2,51,19,103.1,42.3,2,1.2,1,3.1,0.8,22.8,7.3,0.1,0.1,1.8,31.9,1.6,3.5,11.6,17.3,5,31.9,45.1,0.1,0,0.7,0.7,0.4,0.2,0.2,0.8,0.8,0.1,0.6,0.4,0.8,1,0.1,0.7,0,0,0,2.4,19.4,2.1,0.1,0.1,0.2,1.4,0,38.5,61.5,CF,0
Irvin Cardona,2021-2022,23,Brest,0.3,0.1,0.4,0.3,0,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0.1,0.1,0,0.11,1.8,0.15,0.33,0.8,46.2,14.1,21.9,64.5,1,0.7,0.4,0.1,1.2,198.1,48.2,8.7,11.3,77.2,3.5,4.9,72.2,0.9,3,31.1,20.4,122,52.1,1.9,1.6,0.7,3,1.3,22.9,6.5,0.3,0.1,1.8,33.4,1.4,5.1,14,14.8,4.1,33.4,40.6,0.1,0,1.1,0.9,0.9,0.5,0.2,0.9,0.7,0,0.7,0.3,1.2,1.1,0,0.7,0,0,0,3.7,19.9,1.8,0.2,0,0.2,1.4,0,36.4,63.6,CF,0
Ivan Santini,2017-2018,28,Caen,0.4,0,0.4,0.2,0.2,0.2,0,0.5,0.3,0,0.5,0,0.4,-0.1,-0.1,0,0.13,2.7,0.07,0.2,1,36.6,14.6,23.2,63,0.8,0.9,0.1,0,1.5,189.9,29.1,8.7,13,67.3,4,6.1,65.6,0.6,0.9,63,15.6,63.3,16.9,0.3,0.3,0.1,3.2,1.9,27.8,6.6,0.1,0,2.2,33.5,1.2,2.4,15.5,15.8,4.3,33.3,40.4,0.1,0,2.6,1.7,0.6,0.4,0.1,0.8,0.4,0.2,0.3,0.1,0.7,1.1,0,0.6,0.1,0,0,2.3,22.5,0.6,0,0.1,0,0.1,0,72.2,27.8,CF,0
Jérémy Le Douaron,2021-2022,23,Brest,0.3,0.2,0.5,0.3,0,0,0,0.2,0.2,0.2,0.4,0.1,0.4,0.1,0.1,0,0.11,2.2,0.14,0.31,1,45.7,12.1,18.7,64.7,0.9,0.6,0.5,0.2,1.1,150.1,29.3,8.3,10.3,81.2,2.5,5,50,0.3,0.9,33.3,21.3,131.5,43.6,2.4,1.2,0.6,4.3,2,23.9,7.9,0.3,0.2,1.6,32.8,0.9,3.2,12.7,17.4,3.4,32.8,41.8,0,0,1.1,1.7,0.7,0.3,0.1,1,0.9,0,0.9,0.2,0.9,0.9,0,0.1,0,0,0,3.6,18.4,0.3,0,0,0,2.7,0.1,25,75,CF,0
Jérémy Le Douaron,2020-2021,22,Brest,0.1,0.2,0.3,0.1,0,0,0,0.2,0.2,0.1,0.3,0.1,0.3,-0.1,-0.1,0.2,0.17,1.4,0.08,0.14,0.8,53.8,13.8,20.7,66.5,0.9,0.4,0.4,0.1,1.1,183.1,34.3,8.1,10.7,75.3,4.1,6.7,60.7,0.4,0.9,50,21.7,136.8,48.4,2.4,1.4,0.8,3.9,2.6,23.7,7.5,0.6,0.3,2.2,37.3,1.4,6,13.6,18.5,3.1,37.3,51.9,0,0,2,1.9,1.7,1.1,0.8,1.5,1.5,0.1,1.4,0.9,2.5,1.2,0,0.1,0.1,0,0,4,19.9,0.8,0.1,0,0,1.3,0,32.1,67.9,CF,0
Júlio Tavares,2017-2018,28,Dijon,0.5,0.1,0.6,0.4,0.1,0.1,0,0.4,0.3,0.1,0.5,0.1,0.4,0.1,0.1,0,0.16,2.1,0.18,0.41,1,44.9,14.2,23.8,59.6,1.1,0.8,0.7,0.1,1.4,188.7,35.4,8.8,13.2,66.8,4.1,6.9,59.5,0.5,1,47.8,15.8,60.1,24,0.8,0.6,0.4,2.3,0.7,25.4,6.1,0.2,0.1,2.1,32.6,2,3,14.4,15.4,4.8,32.5,53.2,0.1,0,1.2,1.2,0.1,0,0,0.4,0.5,0.3,0.2,0.1,0.3,1.6,0,0.6,0,0,0,1.9,22.1,1.6,0,0,0,0.6,0,71.4,28.6,CF,0
Jhonder Cádiz,2019-2020,24,Dijon,0.2,0.2,0.5,0.2,0,0,0,0.4,0.4,0.1,0.5,0.1,0.5,-0.1,-0.1,0.1,0.1,3.5,0.06,0.15,1.5,41.9,12.6,21.5,58.6,1.1,0.9,0.6,0,2.3,184.7,41,8.2,11.5,71.6,3.2,5.2,60.9,0.9,2.1,42.1,20.1,139.1,70.3,2.8,2.3,1.8,2.9,2.3,26.6,7.2,0.3,0.1,3.3,36.2,1.2,2.8,15.7,18.1,6.5,36.2,53.6,0.3,0,1.6,2.4,1.8,0.9,0.3,0.5,0.5,0.2,0.2,0.1,1.9,1,0,0.6,0,0,0,1.7,19.1,2.1,0,0.3,0.1,0.8,0,51.4,48.6,CF,0
Jonathan David,2020-2021,20,Lille,0.5,0.1,0.6,0.5,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,0.1,0.1,0,0.17,2.1,0.24,0.39,1.3,60,17,22.1,76.9,1.3,1.3,0.6,0,1.8,204.5,35,9.9,12.3,81,4.6,5.7,81.2,0.2,0.4,54.5,19.2,88.9,44.5,1.8,1.4,1.2,3.2,1.8,24.1,6.6,0.5,0.3,2.8,32,0.2,1.8,11.9,18.7,4.4,32,18.3,0,0,1.3,1.6,0.6,0.4,0.3,0.6,0.7,0,0.7,0.1,0.8,0.3,0,0.2,0.1,0,0,2.8,21.3,0.7,0,0,0,0.3,0,51.1,48.9,CF,1
Jonathan David,2021-2022,21,Lille,0.5,0,0.5,0.4,0.1,0.1,0,0.5,0.4,0.1,0.6,0.1,0.5,0,0,-0.1,0.18,2.2,0.19,0.43,1,44.8,16.2,21.1,76.6,1.1,1.4,0.7,0.1,2.2,212.9,47,9.6,11.4,84.7,4.5,5.7,78.8,0.6,1,63.3,19.9,98.4,46.4,1.4,0.9,0.8,3,1.2,22.6,5.8,0.1,0.1,2.5,31.2,0.7,2.9,14,14.6,4.5,31.1,28.6,0.1,0,0.8,1.5,0.8,0.3,0.3,0.7,0.4,0.1,0.3,0.2,0.9,0.5,0,0.2,0,0,0,3.3,19.8,0.9,0,0.1,0,0.2,0,48.1,51.9,CF,1
Josh Maja,2019-2020,20,Bordeaux,0.7,0.2,1,0.7,0,0,0,0.4,0.4,0.2,0.6,0.1,0.6,0.3,0.3,0.1,0.2,2.2,0.33,0.5,1.5,66.7,20.9,25.3,82.6,1.3,0.7,0,0,1,244.2,33.7,14.4,15.6,92.9,4.4,5.9,75,0.5,0.6,80,24.1,96,36.5,1.1,1.2,0.6,2.6,1.7,26.1,7.1,0.5,0.2,3.1,35.9,0.7,3.4,19.3,14.3,2.8,35.9,16.7,0,0,2.1,1.3,0.6,0.2,0.1,1.1,1,0.5,0.5,0.1,0.7,0.4,0,0.5,0,0,0,4.7,23.1,2,0.1,0.2,0,0,0,64.7,35.3,CF,0
Josh Maja,2020-2021,21,Bordeaux,0.2,0,0.2,0.2,0,0,0,0.3,0.3,0,0.3,0,0.3,0,0,0,0.12,2.1,0.11,0.22,1,47.4,18,21.5,83.9,0.9,1,0.2,0,0.9,215.1,23.3,11.6,13.1,88.9,4.1,4.8,86,0.4,0.8,57.1,16.9,70.6,23.7,0.8,0.4,0.8,2.1,1.3,22.9,6.4,0,0,1.7,30.9,1.2,2.8,17.6,11.1,3.6,30.9,42.4,0.2,0,0.8,1.3,0.9,0.2,0.3,1.2,0.3,0,0.3,0.7,1.6,1,0,0.2,0,0,0,3.5,20.1,1.3,0,0,0,0,0,66.7,22.2,CF,0
Kévin Zohi,2018-2019,21,Strasbourg,0.1,0.1,0.3,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.1,0.06,2.4,0.06,0.2,0.7,29.4,20.4,28,72.8,0.7,1,0.7,0.3,3.2,286.5,88.6,11.9,14.4,83,5.6,7.6,73.6,1.6,2.3,68.8,29.6,173.8,90.4,3.3,2.4,1.1,2.7,2.7,33.3,9.8,0.3,0.3,1.9,45.4,0.7,7.5,14.6,24.5,3.2,45.4,36,0,0,1,1.4,2,1.4,0.7,0.6,1.1,0,1.1,1,3,0.7,0,0.3,0,0,0,4.7,27.7,0.3,0.1,0.1,0,1.9,0,40,60,CF,0
Kaj Sierhuis,2020-2021,22,Reims,0,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,-0.1,0.1,0.07,1.9,0,0,0.4,21.4,13.9,22.8,61.2,1.2,2.2,1,0.1,3,234.7,56,7.2,10.9,65.8,5.1,7.3,69.8,1.2,2.1,60,17,63.6,25,0.6,0.4,0.1,2.9,1.9,25,5.2,0.1,0.1,2.5,33.3,0.7,2.5,14.2,16.7,4,33.3,41.9,0.3,0,2.3,0.6,1,0.3,0.3,1,0.3,0.1,0.1,0.3,1.2,0.7,0,0.1,0,0,0,3.5,21,1.4,0.1,0,0.1,0.8,0,66.7,33.3,CF,0
Kalifa Coulibaly,2018-2019,26,Nantes,0.4,0.1,0.5,0.4,0.1,0.1,0,0.5,0.4,0.1,0.6,0.1,0.5,-0.1,-0.1,0,0.16,2.8,0.13,0.41,0.9,30.9,11.9,23.1,51.7,1.1,1.2,0.3,0.1,1.6,145.5,35,7.4,12.5,59,2.8,5.9,47.4,0.3,1,30,17.5,91.3,39.8,1.6,1,0.9,3.9,1.3,28.1,6.8,0.2,0.1,2.4,35.7,1,1.9,16.1,18.2,5.7,35.6,58,0.3,0.1,2.8,1.1,0.8,0.4,0.2,0.4,0.4,0.1,0.4,0.2,1,1.1,0,1.1,0.1,0,0,2.1,22.2,0.7,0,0.1,0.1,0.7,0.1,55.9,44.1,CF,0
Kalifa Coulibaly,2020-2021,28,Nantes,0.3,0.1,0.4,0.2,0.1,0.1,0,0.2,0.2,0.1,0.3,0.1,0.3,0,0,0,0.1,1.7,0.11,0.5,0.4,22.2,14.2,24.7,57.6,0.9,1.3,0.2,0,1.9,169.5,47.4,9.4,14.6,64.8,3.2,6.2,51.5,0.4,0.6,66.7,15,62.8,18.4,0.6,0.7,0.5,2.5,1.2,27.3,6.6,0.3,0.3,1.7,34.2,1.2,1.8,12.3,20.2,4.8,34.1,52.6,0.2,0,1.1,0.6,0.3,0.1,0.2,0.6,0.3,0.1,0.2,0.2,0.5,1.1,0,1,0,0,0,1.7,23.9,0.6,0,0,0.1,0.2,0,50,50,CF,0
Kalifa Coulibaly,2019-2020,27,Nantes,0.2,0,0.2,0.2,0,0,0,0.3,0.3,0,0.4,0.1,0.4,-0.1,-0.1,0,0.13,2.7,0.08,0.21,1.1,39.6,10.3,18.8,54.9,0.7,0.9,0.4,0.1,1.2,119.2,26.3,6.9,11.8,58,2.1,4.2,50.7,0.3,0.7,46.2,15.5,76.9,30.2,1.3,0.7,0.9,3.5,2.2,25.3,6.9,0.1,0.1,1.6,31.7,2,2.3,12.2,17.4,4.9,31.7,51.9,0.1,0,1.9,0.7,0.6,0.4,0.2,0.1,0.2,0.1,0.1,0.3,0.9,1.8,0,1.3,0,0,0,1.6,18.4,0.3,0,0.1,0,0.5,0,29.6,70.4,CF,0
Karl Toko Ekambi,2017-2018,24,Angers,0.5,0.2,0.7,0.4,0.1,0.1,0,0.5,0.4,0.2,0.7,0.1,0.6,0,0,0,0.15,2.9,0.14,0.33,1.3,43.4,21.3,28.2,75.6,1.4,1.1,0.9,0.1,2.3,307.4,50,12.3,15.2,80.8,5.8,7.6,76.7,1.5,1.9,76.9,30.7,199.7,90.2,4.1,2.3,1.6,3.1,2.5,33.3,10.4,0.4,0.3,3.2,40,0.1,1.8,17.1,21.8,5,39.9,26.4,0.1,0,0.9,1,0.5,0.2,0.1,0.7,0.4,0,0.4,0.4,0.9,0.1,0,0.8,0.1,0,0,2.6,26.6,1.6,0,0.2,0.3,1.2,0,50.4,49.6,CF,1
Karl Toko Ekambi,2021-2022,28,Lyon,0.5,0.2,0.7,0.4,0.1,0.1,0,0.5,0.4,0.2,0.7,0.2,0.6,0,0,0,0.15,2.9,0.14,0.28,1.4,48.6,28.7,36.9,77.8,1.5,1.1,1.5,0.5,2.2,426.7,81.1,16.2,18.9,85.7,9.6,12,80.7,1.6,2.7,58,35,211.3,106.3,3.5,1.8,1.4,2.5,1.5,38.1,10.5,0.5,0.4,3.3,48.6,0.2,4.3,20.1,24.7,5.7,48.6,61.1,0.1,0,0.6,0.6,0.5,0.3,0.2,0.7,1,0,1,0.8,1.3,0.2,0,0.4,0,0,0,3.8,35.9,0.8,0,0.2,0.4,2,0,52.4,47.6,CF,0
Karl Toko Ekambi,2020-2021,27,Lyon,0.4,0.2,0.6,0.4,0,0,0,0.6,0.6,0.2,0.8,0.2,0.8,-0.1,-0.1,0,0.19,2.9,0.16,0.36,1.2,43.3,24,31.2,77,1.6,1.3,1.2,0.2,2.9,345.8,76,14.7,17,86.3,7.1,9.3,76.9,1.2,2.1,60,28.1,185.6,101.4,3.8,2.5,1.7,2.3,0.8,33.8,9,0.5,0.3,3.1,42.2,0.4,3.7,18.2,21.1,5.8,42.2,44.3,0.1,0,0.9,0.9,0.5,0.3,0.3,0.8,0.6,0,0.6,0.8,1.3,0.3,0,0.5,0.1,0,0,3.4,30.6,0.5,0.1,0.2,0.1,1.7,0,57.5,42.5,CF,0
Kasper Dolberg,2019-2020,21,Nice,0.5,0.1,0.7,0.5,0,0,0,0.4,0.4,0.1,0.5,0,0.5,0.1,0.1,0,0.19,2,0.26,0.44,1.2,59.5,10.5,13.8,76.2,0.6,0.3,0.1,0,0.5,144.2,12.2,6.3,7.8,81,3.6,4.1,86.2,0.1,0.2,75,13.6,73.6,23.6,1,0.9,0.4,3,1.3,17.6,4.3,0.2,0.1,1.3,25.1,1.4,2.3,12.1,11,3.2,25.1,47.5,0.1,0,1.2,1.7,0.5,0.3,0.2,0.6,0.9,0.1,0.8,0.5,1,1.1,0,0.3,0,0,0,1.5,11.5,2.2,0,0,0,0.1,0,37.1,62.9,CF,0
Kasper Dolberg,2021-2022,23,Nice,0.4,0.1,0.5,0.2,0.1,0.1,0,0.4,0.3,0.1,0.5,0,0.4,0,-0.1,0,0.13,2.3,0.11,0.31,0.8,34.2,10.4,14.7,70.8,0.9,0.4,0.5,0.2,1,129.2,24.4,6.8,8.8,76.7,2.1,3.3,64.8,0.4,0.5,77.8,15.3,70,25,0.9,0.7,0.5,3.2,1.1,18.8,5.4,0.2,0.1,1.9,25.7,1.1,2.4,11.2,12.5,3.5,25.6,45.7,0,0,1.8,1.7,0.5,0.2,0.2,0.4,0.9,0.1,0.8,0.4,0.9,1,0,0.2,0,0,0,2.3,14.2,0.4,0,0.1,0.1,0.3,0,52.4,47.6,CF,1
Kasper Dolberg,2020-2021,22,Nice,0.3,0.1,0.4,0.2,0.1,0.1,0,0.4,0.3,0.1,0.4,0,0.4,-0.1,-0.1,0,0.19,1.6,0.11,0.25,0.7,45.7,11.7,14.6,80.2,0.7,0.7,0.2,0,1,158.1,19,6.3,7.7,82.3,3.8,4.4,86.2,0.4,0.6,66.7,13.2,59,18,0.7,0.6,0.3,3.4,1.4,17.8,4.3,0.2,0.1,1.6,24,1.1,2.1,13.1,9,2.8,23.9,52.5,0.1,0,1,2.3,0.3,0.1,0.1,0.4,0.5,0.1,0.4,0.3,0.6,0.9,0,0.2,0,0,0,2,12.6,2,0,0,0,0.1,0,34.4,65.6,CF,0
Kylian Mbappé,2018-2019,19,Paris S-G,1.3,0.3,1.5,1.2,0,0.1,0,1.1,1,0.2,1.3,0.2,1.2,0.2,0.2,0.1,0.21,4.7,0.26,0.47,2.6,55.3,24.3,31.3,77.6,1.8,1.5,1.9,0.2,3.7,308.8,76.7,14.7,17.4,84.7,5.3,7.2,74.3,1.3,1.8,70.2,29.2,201.7,109.5,4.4,2.5,2.2,2.3,1.7,38.2,11.9,0.9,0.6,4.6,43.1,0,0.8,15.1,27.8,8.1,43.1,12.5,0.2,0,0.7,1.7,0.3,0.2,0,0.2,0.1,0,0.1,0.2,0.5,0.1,0,1.2,0.2,0,0,1.7,29.5,1.6,0.2,0.3,0.3,1,0.2,55.1,44.9,CF,1
Kylian Mbappé,2019-2020,20,Paris S-G,1.1,0.3,1.4,1.1,0,0,0,0.9,0.9,0.6,1.5,0.5,1.5,0.1,0.1,-0.3,0.18,5.2,0.21,0.37,2.9,56.3,29.8,39.3,75.8,2.3,1.5,1.7,0.3,3.5,382.8,86.5,19.3,23.2,83.3,7.1,9.8,72.7,1.3,2,64.7,36.2,276.5,163.8,6.8,3.5,3.9,2.8,1.5,47.5,15.5,0.7,0.5,5.6,54.1,0.1,1.2,18.6,34.9,10.8,54.1,50,0,0,0.7,1.3,0.4,0.1,0.2,0.4,0.2,0,0.2,0.2,0.6,0,0,1.1,0.1,0,0,2,37,2.2,0.2,0.2,0.2,2.9,0.8,51.4,48.6,CF,1
Kylian Mbappé,2020-2021,21,Paris S-G,1,0.3,1.3,0.8,0.2,0.2,0,0.8,0.7,0.2,1,0.2,0.8,0.2,0.1,0.1,0.18,3.7,0.21,0.45,1.8,48,29.8,38.7,77.1,1.2,1.9,1.2,0.2,3,357,62.6,21.1,24.8,85,6,7.4,81.5,0.8,1.9,40.8,36,272.3,149,6.2,3.8,3.2,3.1,1.7,44.9,13,1,0.5,4.1,52.7,0.2,1.5,16.4,35.6,9.2,52.4,26.3,0.2,0,0.9,1.4,0.2,0.1,0.1,0.3,0.3,0,0.2,0.1,0.3,0.2,0,0.6,0.2,0,0,2.2,36.7,1.9,0.1,0,0.2,2,0.6,49.7,50.3,CF,1
Kylian Mbappé,2021-2022,22,Paris S-G,0.8,0.5,1.3,0.7,0.1,0.1,0,0.7,0.6,0.4,1.1,0.3,1,0.1,0.1,0.1,0.14,4.3,0.17,0.41,1.8,41.3,33.9,42.7,79.4,2.1,2.2,1.7,0.3,3.2,458.9,89.2,21.3,24.4,87.1,8.2,10.4,79.3,1.8,3,59.4,42.2,281.1,154.9,6.3,3.6,3.1,3.3,1.7,48.3,13.4,1.2,0.6,5.4,56.6,0.5,1.4,18.8,37.1,8.9,56.5,28.6,0.3,0,0.8,1.6,0.3,0.2,0.2,0.2,0.2,0,0.2,0.1,0.5,0.4,0,1.2,0.1,0,0,1.9,39.1,3.4,0.3,0.2,0.5,2,1.4,54.6,44.9,CF,1
Kylian Mbappé,2017-2018,18,2 Teams,0.5,0.3,0.9,0.5,0,0,0,0.6,0.6,0.3,0.9,0.3,0.9,0,0,0,0.17,3.4,0.16,0.38,1.4,42,24.7,31.2,79.4,2.1,1.5,1.3,0.2,2.6,304.2,68.1,15.1,17.1,87.9,5.7,7.7,73.7,1,1.7,62.5,32,214.9,112.5,4.3,2.9,2.4,2.7,2.5,37.5,12.2,0.7,0.4,4.6,42.3,0,1.4,16,25.8,8.3,42.3,33.3,0.1,0,0.4,1.6,0.5,0.4,0,0.5,0.2,0,0.1,0,0.5,0,0,1,0,0,0,2.8,29.6,1.4,0.1,0.4,0.2,1.7,0.2,57.7,42.3,CF,1
Lacina Traoré,2017-2018,27,Amiens,0,0.2,0.2,0,0,0,0,0.2,0.2,0.1,0.2,0.1,0.2,-0.2,-0.2,0.2,0.12,1.3,0,0,0.2,18.2,13.2,24.7,53.3,1.3,2.1,0.3,0,1.8,188.1,44.2,7.7,13.3,58.3,3,6,50,1.4,2.3,60,19.2,78,16.5,0.2,1,0.2,3.9,2.7,29.3,7.5,0.3,0.1,2.2,36.4,2.7,4.2,16.4,15.9,3.9,36.4,59.3,0.1,0,2.9,1.7,1,1,0.3,0.5,0.7,0.3,0.3,0.2,1.3,2.4,0,1,0.1,0,0,2,23.9,0.7,0,0,0,0.1,0,50,50,CF,0
Lebo Mothiba,2018-2019,22,2 Teams,0.4,0.1,0.5,0.4,0,0,0,0.3,0.3,0.1,0.4,0.1,0.3,0.1,0.1,0,0.18,1.6,0.26,0.5,0.8,51.4,16.5,21.4,77.2,0.8,0.4,0.2,0,1.1,204.2,16.1,9.8,12.1,81.3,4,5.1,78.9,0.6,0.8,73.7,19.1,81.7,23.6,1.3,0.6,0.6,2.4,1.6,24.1,7.7,0.2,0.1,1.7,28.7,0.7,1.8,12.6,14.5,3.2,28.7,31.7,0.1,0,2.6,1.2,0.5,0.4,0,0.4,0.2,0,0.2,0,0.5,0.6,0,0.5,0.1,0,0,1.8,20.3,1.1,0,0,0,0.4,0,61.9,38.1,CF,0
