Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Tkld_During_Take_On%,Touches/90,Touches_Def_Pen,Touches_Def _3rd,Touches_Mid _3rd,Touches_Att _3rd,Touches_Att_ Pen,Touches_Live,Role,Tier_league
Christopher Wooh,2021-2022,19,Lens,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0.1,0.13,0.7,0,0,0.2,25,45.1,51.8,87.1,0.3,2.9,0.1,0,3.1,860.6,297.1,14.1,15.9,88.7,26.7,29.1,92,3.6,5.4,42.3,272.5,156.4,1.4,0.3,0.2,1.1,0.2,43,0,0.3,0.2,0.9,0.5,65.9,0.2,0,0.8,0.9,2.5,0.9,0.9,0.6,1.8,1.2,0.6,1.8,4.3,3.4,0.1,50.2,1.5,1.5,0,0.2,0.1,0,0,73.3,26.7,65.8,6.7,32,32.5,2.1,0.6,65.8,CB,0
Clément Michelin,2020-2021,23,Lens,0,0.3,0.3,0,0,0,0,0,0,0.3,0.3,0.2,0.3,0,0,0.04,0.9,0,0,0.2,18.2,37.4,53.1,70.5,1.3,2.1,1,0.9,2.1,711.7,252.9,14.7,17.7,82.8,17.6,21.6,81.6,4.3,10.2,29.7,150.8,70.8,1.4,1.6,0.1,0.9,0.3,34.5,5,0.3,0.3,2.4,1.8,55.6,0.2,0.2,1.8,1,1.9,1.5,0.7,0.5,1,0.3,0.7,1.9,3.9,2.5,0,41.6,11.2,1.6,0,0.7,6.6,1.6,0.3,57.1,42.9,62.6,3.4,15.4,28.2,19.5,0.9,62.6,RB,0
Colin Dagba,2018-2019,19,Paris S-G,0,0.2,0.2,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.03,0.3,0,0,0.2,66.7,58.8,64.2,91.6,1.4,1.9,0.5,0.4,2.5,723,174.7,38.7,41.3,93.8,15,16.5,91.1,1,1.3,76.9,42.1,179.8,93.3,2.2,2,0.5,0.8,1,52.3,7.8,0.3,0.3,2.1,1.8,15.4,0.2,0,1.9,0.6,2.4,1.2,1.3,0.6,1,0,1,0.9,3.2,1,0.1,57.5,6.6,0.1,0,1.7,1.7,0,0.1,62.5,37.5,71.8,2.5,17,34.6,20.4,2.7,71.8,RB,0
Colin Dagba,2019-2020,20,Paris S-G,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.04,0.3,0,,0,0,48.8,55,88.7,0.9,1.1,1.1,0.5,3,659.4,147.8,30.9,32.5,95,15.9,17.8,89.4,0.5,1.8,30.8,36.5,202.9,112.2,3.2,1.9,0.7,0.9,0.7,42.2,7.4,0.1,0.1,1.6,1.2,25,0.1,0,1.8,0.4,1.3,0.5,0.7,0.5,0.8,0.1,0.7,0.8,2.2,1.2,0,47.4,7.5,0,0,3.4,3.4,0,0,53.8,46.2,63.6,2.8,16.3,26.9,20.6,2,63.6,RB,0
Colin Dagba,2020-2021,21,Paris S-G,0.1,0.1,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0.5,0.14,1,0.1,14.3,55.2,62.6,88.1,0.8,2.5,0.8,0.3,2.9,713.2,171.7,34.8,37.5,92.7,16.4,18.3,89.5,0.9,1.9,50,41,188.4,107.4,2.5,2.2,0.8,1,0.8,50.3,7.3,0.1,0.1,1.6,1.3,15.4,0.2,0,1.3,0.6,1.5,0.7,0.9,0.3,1.2,0.3,0.9,1.1,2.6,1.2,0.1,55.2,7.4,0,0,2.6,2.6,0,0,63.6,36.4,71,2.5,16.2,32,23.1,2.1,71,RB,0
Dénys Bain,2019-2020,26,Brest,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.23,0.2,0.33,1,0.1,33.3,44.8,49.2,91.1,0,0.5,0,0,1.6,887,298,12.6,13.8,91.3,27.6,29.4,94,4.2,5,84.3,33.4,145.1,66.4,0.1,0.1,0,0.1,0.4,39,0,0,0,0.4,0.4,65.5,0.2,0.1,0.5,0.4,1.5,1,0.6,0,0.9,0.7,0.2,2,3.5,4.7,0,47.5,1.6,0,0.1,0,0,0,0.1,75,25,59.6,10.8,41.2,17.9,0.6,0.4,59.6,CB,0
Danilo Avelar,2017-2018,28,Amiens,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0,0,0.07,0.4,0.14,1,0.1,14.3,28.7,44.6,64.3,0.7,3,0.9,0.5,4,512.2,275.9,12.2,14.3,85.1,12.6,19.6,64.4,3,8.1,37.2,21.7,91.4,55.2,1.1,0.9,0,0.7,0.8,26.6,3.4,0.2,0.2,1.7,1.4,65.8,0.1,0,1.2,1,2.1,1.7,0.7,1.6,0.8,0.4,0.5,1.9,4.1,4.3,0.1,35.1,9.1,0.1,0.3,3.3,3.3,0,0.3,44,56,55.9,4.6,18.9,27.3,10.2,0.5,55.9,LB,0
Danilo Barbosa,2019-2020,23,Nice,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.09,0.4,0,0,0.1,20,58.2,63.6,91.4,0.8,5,0.2,0,5.3,1022.8,317.7,22.2,23.6,94.2,31.9,33.7,94.8,2.9,4.5,64.3,44.1,245.4,155.7,1.7,0.7,0.2,2,0.6,57.9,0.8,0.2,0.2,1.6,1.4,51.4,0.3,0,1.3,1.6,2.2,1.7,1,1.3,1.7,0.5,1.2,1.6,3.9,3,0,62,1.5,0.1,0.2,0.1,0.1,0,0.1,76.5,23.5,77.4,7.5,30,42.4,5.8,0.7,77.4,CB,0
Danilo Pereira,2020-2021,28,Paris S-G,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.09,1.1,0.12,0.4,0.3,29.4,68.6,74.6,91.9,0.3,5.3,0.2,0,5.2,1120.3,347.1,32.3,34.3,94.1,31,32.6,95,3.4,4.8,55.1,250.4,133.1,0.6,0.7,0,0.8,0.4,63.9,0.3,0.2,0.2,1.1,1,63.6,0.2,0,0.9,0.9,1.3,0.7,0.4,0.5,0.9,0.4,0.5,1.8,3.1,2.1,0.3,73.4,1.2,1.1,0.1,0.2,0.1,0,0,87.5,12.5,83.8,3.7,24.1,54.5,5.7,1,83.8,CB,1
Dennis Appiah,2019-2020,27,Nantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0,,0,0,41.2,55.1,74.7,0.4,2.5,0.1,0.1,3.8,579.4,273.4,26.5,30.7,86.3,12.3,16.4,74.7,1.5,4.9,29.9,28.8,149.3,80.2,1.3,1.5,0.2,1.2,1,33.4,1.8,0,0,1,0.8,52.8,0.1,0,1.5,0.4,3.3,2,1.6,1.3,0.5,0.2,0.3,1.3,4.5,1.9,0,43.8,11.2,0,0.1,1.8,1.8,0,0.1,75.9,24.1,64.7,2.9,22.4,31.9,10.9,0.3,64.7,RB,0
Dennis Appiah,2020-2021,28,Nantes,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.05,0.3,0,,0,0,36.4,50.3,72.4,0.8,3.8,0.9,0.3,4.5,546.7,287.2,20.9,24.1,86.8,13.1,18,72.7,1.9,5.7,32.7,27.2,132.2,69.2,2,1.7,0.2,1.1,1,29.7,4.6,0.3,0.3,1.9,1.6,56.6,0.2,0,0.9,0.2,3.2,2,1.9,1.6,1.3,0.3,1,1.4,4.6,2.5,0,39.2,10.9,0,0.1,2.7,2.7,0,0.2,60,40,61.3,2.9,20,26.9,14.9,0.7,61.3,RB,0
Diego Carlos,2017-2018,24,Nantes,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.06,1,0.04,0.14,0.3,28,26.8,35.5,75.4,0.3,2,0.1,0,2.6,535.2,257,10,11.4,87.3,12.3,14,88,3.8,8.6,44.7,22.5,94.5,61,0.2,0.2,0,0.5,0.3,23.6,0.3,0,0,0.7,0.5,69.4,0.3,0,1.4,0.7,2.7,1.6,1.1,0.4,2,1.1,0.8,1.1,3.9,6.1,0.1,33.8,1.5,0,0.8,0.2,0.2,0,0.2,80,20,49.6,8.2,26.5,20.5,2.9,1.4,49.6,CB,1
Diego Carlos,2018-2019,25,Nantes,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.06,0.9,0.03,0.25,0.1,12.9,39.9,48.8,81.9,0.3,2.6,0.3,0.1,3.9,783.8,340.8,14.4,15.9,90.5,19.6,21.7,90.3,5.3,9.6,54.9,31.4,137.1,86.4,0.6,0.4,0.1,0.5,0.1,35.3,0.3,0.1,0,0.9,0.7,55.5,0.2,0,1.3,0.7,1.7,1,0.7,0.2,1.3,0.9,0.4,1.4,3.1,5.3,0,46.1,2.3,0,1.1,0.1,0.1,0,0.3,75,25,60.3,7.6,31.2,27.1,2.3,1.1,60.3,CB,1
Dimitri Foulquier,2017-2018,24,Strasbourg,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.04,0.1,0,,0,0,38.6,49.2,78.5,0.6,2.6,0.7,0.2,3.8,596.8,223.7,21.4,24.3,88.1,13.1,15.7,83.8,2.5,6,30.1,232.5,128.4,3.2,1.8,0.3,1.4,1,32.5,2.2,0.2,0.2,2,1.4,38.5,0.1,0,1.5,0.5,1.8,0.9,0.5,0.7,1.1,0.3,0.8,1,2.8,2.4,0,38.2,11,0.6,0,0.2,1.8,0,0.1,61.1,38.9,60.1,2.4,16.9,31.6,12.9,0.7,60.1,RB,1
Djibril Sidibé,2017-2018,25,Monaco,0.1,0.3,0.4,0.1,0,0,0,0,0,0.2,0.2,0.1,0.2,0,0.1,0.05,0.8,0.1,0.25,0.3,40,59.1,70.6,83.8,1.3,4.7,1.5,0.4,7.8,910.6,368.9,32.9,36.2,90.8,21.7,25.3,85.5,3.3,5.8,45.1,201.6,110.9,2.3,1.8,0.3,1.6,0.8,51.8,7.1,0.3,0.3,2.8,2.3,66.1,0.2,0,1.4,1.5,2.5,1.6,1,0.9,0.8,0.2,0.7,1.9,4.4,2.2,0,58.7,11.7,1.3,0.2,0.7,2.4,0,0.2,41.2,58.8,82.2,2,15.5,45.9,21.7,1.9,82.2,RB,1
Djibril Sidibé,2018-2019,26,Monaco,0,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,-0.1,0,0.07,0.8,0,0,0.1,16.7,45.5,62.2,73.2,1.3,3.6,1.6,0.7,5.8,709.6,302,23.5,28,83.9,18.6,24.4,76.2,2.3,5.9,37.4,184.8,102.5,2.5,1.8,0.5,2,0.9,42.7,7.2,0.1,0.1,2.9,2.2,53.6,0.2,0,1.6,1.3,2.2,1.5,1.1,1,1.1,0.4,0.7,1.3,3.5,2.2,0,49,13,1.3,0.1,0.4,3.5,0.1,0.2,25,75,74.5,2.7,14.5,36.7,23.6,1.4,74.5,RB,1
Djibril Sidibé,2020-2021,28,Monaco,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.04,0.2,0,0,0,20,69.3,84.2,82.3,1.1,5.3,1.1,0.5,6.2,1206,418.9,30.2,32.4,93.4,32.2,38,84.8,5.9,11.2,49.5,249.2,155.8,2.3,1.4,0,0.9,0.3,57.6,1.7,0.1,0,2.5,1.5,55.6,0.1,0,1.5,1,2.6,1.5,1.7,0.7,0.9,0.2,0.7,2.3,4.9,1.7,0.1,68.8,15.2,3.5,0.1,0.6,4.2,1.6,0.3,53.3,46.7,93,3,23.7,53.8,16.4,0.1,93,RB,0
Domagoj Bradarić,2019-2020,19,Lille,0,0.1,0.1,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.09,0.3,0,,0,0,39.6,53.3,74.3,1.1,2.5,1.1,0.7,2.8,642.6,202,19.7,22.5,87.6,15.2,19.9,76.4,3.3,7.7,43,29.9,170.6,98.4,2.2,2.3,0,1.1,0.3,35.8,6,0.1,0.1,1.9,1.4,31.3,0.1,0,0.7,0.9,1.8,0.7,0.8,1,1,0.2,0.8,1.4,3.2,1.8,0,42.2,11,0,0.1,5.9,5.9,0.4,0.1,42.9,57.1,62.3,2.2,11.5,32.3,18.9,0.3,62.3,LB,0
Domagoj Bradarić,2020-2021,20,Lille,0.1,0.1,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.3,0.25,0.33,0.2,75,51.4,64.9,79.3,0.8,3.1,0.7,0.4,3.1,740.7,195.7,30.5,33.1,92,15.7,20.5,76.7,3.1,6.8,45.3,43.6,196.9,116,3,2.4,0.4,1.5,0.4,45.5,6.6,0.4,0.4,1.7,1.6,42.2,0.3,0,1.2,0.9,2,1.3,0.9,1.1,1,0.3,0.7,1.9,3.8,1.5,0,55.1,9.5,0,0,3.8,3.8,0.2,0.3,61.5,38.5,74.4,2.2,17.7,36.8,20.2,1,74.4,LB,0
Duje Ćaleta-Car,2018-2019,21,Marseille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.5,0,0,0.2,44.4,40.4,48,84.2,0.1,2.2,0.1,0,2.3,856.5,287.8,11.1,12.8,86.4,21.6,23.5,91.8,7,9.8,71,32.1,153.6,90.3,0.8,0.1,0,0.2,0.1,35.5,0.1,0,0,0.7,0.6,71.4,0.1,0.1,0.8,0.3,1.3,0.9,0.8,0.2,0.9,0.5,0.3,1.2,2.4,5,0.1,46.7,1.2,0,0.7,0.1,0.1,0,0.1,,,57.9,5.6,31.4,24.8,1.9,1.6,57.9,CB,1
Duje Ćaleta-Car,2019-2020,22,Marseille,0,0,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.09,0.7,0.07,0.2,0.2,33.3,44.7,51.6,86.7,0.3,2.4,0.1,0,3.6,898.1,315.1,15.1,16.1,93.8,22.2,24.8,89.4,6.7,9.7,68.6,35.7,201.1,137.3,1,0.3,0,0,0,40.2,0.1,0,0,0.6,0.6,70.9,0.3,0,1.1,0.6,1.4,0.7,0.9,0.4,0.8,0.3,0.5,1.2,2.6,4.7,0,49.7,1.9,0,1,0,0,0,0,,,61.6,6.6,30,29.5,2.2,1.2,61.6,CB,0
Duje Ćaleta-Car,2020-2021,23,Marseille,0.1,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.12,0.3,0.2,0.67,0.1,30,52.5,61,86,0.2,2.9,0.1,0,2.6,1009.8,390.1,20.2,21.8,92.5,26.6,28.7,92.8,5.4,9.7,55.4,43.4,186,98.6,0.4,0.3,0,0.2,0.1,48.2,0.1,0,0,0.3,0.3,68.8,0.3,0,1,0.5,0.9,0.5,0.5,0.4,0.9,0.7,0.2,1.4,2.3,4.2,0,58.6,2.3,0,0.7,0,0,0,0.1,66.7,33.3,70.1,8.6,37.3,31.7,1.3,0.6,70.1,CB,0
Duje Ćaleta-Car,2021-2022,24,Marseille,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.15,0.5,0.17,0.5,0.2,33.3,73,79.6,91.6,0.1,4.2,0.3,0,3.6,1419.9,447.3,25.1,26.4,95,38.4,39.9,96.2,8.5,11.8,72.5,66.4,310.9,170.8,0.6,0.7,0,0.4,0,69.1,0.1,0.1,0,0.5,0.4,76.1,0.3,0,0.5,0.3,0.9,0.4,0.5,0.1,0.5,0.3,0.2,1.1,2,2.4,0.1,77.7,1.8,0,0.9,0,0,0,0.2,100,0,85.8,7,34,49.5,2.5,0.7,85.8,CB,0
Durel Avounou,2017-2018,19,Caen,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.06,0.7,0,0,0.1,20,25,36.9,67.8,0.4,1.1,0.3,0.1,1.8,380.9,128.7,14.1,17.3,81.6,7.3,11.5,63.9,2.4,5.7,41.5,17.1,93.2,32.5,0.7,0.7,0.3,1.7,0.8,23.2,3.2,0,0,0.7,0.6,38.5,0.1,0,1,0.7,2.2,1.5,0.7,1.7,1.7,0.1,1.5,1.4,3.6,3.5,0,31.8,5.1,0,0.1,2.9,2.9,0,0,83.3,16.7,49.1,3.2,11.2,27.6,10.4,0.8,49.1,LB,0
Dylan Bronn,2019-2020,24,Metz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.2,0,0,0.1,50,27.6,35,78.7,0,1,0,0,1.2,637.3,222.2,5.9,6.2,94.6,15.9,17.8,89.4,5.6,10.4,53.2,18.8,84,43.1,0,0,0,0.2,0.1,26.4,0,0,0,0.2,0.2,50,0,0,0.4,0.6,0.8,0.6,0.4,0.3,1.2,1,0.2,0.7,1.4,4.7,0,33.7,1.3,0,1.1,0,0,0,0,66.7,33.3,43.9,6.6,25.2,18.2,0.7,0.3,43.9,CB,0
Dylan Bronn,2020-2021,25,Metz,0.1,0,0.1,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0.05,0.4,0.07,0.25,0.1,28.6,39.5,47.6,82.9,0.2,2.8,0.1,0,3.1,792,306.5,12.8,13.8,92.6,21.3,23.1,92.1,4.9,9.3,52.8,33.6,168.4,106.4,1,0.7,0.1,0.3,0.2,36.1,0.2,0.1,0.1,0.9,0.8,51.8,0.1,0,1,0.3,1.5,1,0.6,0.5,0.8,0.4,0.4,1.2,2.7,3,0,45.4,2.1,0,0.6,0.1,0.1,0,0.1,78.9,21.1,55.8,5.1,27.6,26.5,2,0.5,55.7,CB,0
